"PROVINSI","KECAMATAN","DESA","PROVNO","KABKOTNO","KECNO","DESANO","IDSP2010","PLN_HHOLD","PCT_PLN","NUM_HHOLDS","NUM_PLN","population","CLUST_POP","DESA_POP","pop","Clust_Code","Longitude","Latitude","EI_SubArea","FID","ho_size","Name"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,30,1559,30,"531001001620",122.016318,-8.697789,"FloresBara",4274,5.32081911262799,"531001001620"
"NUSA TENGGARA TIMUR","PAGA","WOLOWONA",53,10,10,17,5310010017,0,0,156,0,NA,385,688,385,"531001001701",122.028905,-8.764668,"FloresBara",4172,4.41025641025641,"531001001701"
"NUSA TENGGARA TIMUR","PAGA","WOLOWONA",53,10,10,17,5310010017,0,0,156,0,NA,158,688,158,"531001001702",122.028099,-8.757341,"FloresBara",4167,4.41025641025641,"531001001702"
"NUSA TENGGARA TIMUR","PAGA","WOLOWONA",53,10,10,17,5310010017,0,0,156,0,NA,145,688,145,"531001001703",122.029468,-8.761949,"FloresBara",4169,4.41025641025641,"531001001703"
"NUSA TENGGARA TIMUR","MEGO","KOROBHERA",53,10,11,1,5310011001,0.119601,0.205882,238,49,NA,528,1171,528,"531001100101",122.079479,-8.74457,"FloresBara",4179,4.92016806722689,"531001100101"
"NUSA TENGGARA TIMUR","MEGO","KOROBHERA",53,10,11,1,5310011001,0.119601,0.205882,238,49,NA,329,1171,329,"531001100102",122.071385,-8.739528,"FloresBara",4191,4.92016806722689,"531001100102"
"NUSA TENGGARA TIMUR","MEGO","KOROBHERA",53,10,11,1,5310011001,0.119601,0.205882,238,49,NA,257,1171,257,"531001100103",122.064896,-8.744879,"FloresBara",4210,4.92016806722689,"531001100103"
"NUSA TENGGARA TIMUR","MEGO","KOROBHERA",53,10,11,1,5310011001,0.119601,0.205882,238,49,NA,57,1171,57,"531001100104",122.063885,-8.732293,"FloresBara",4257,4.92016806722689,"531001100104"
"NUSA TENGGARA TIMUR","MEGO","BHERA",53,10,11,3,5310011003,0.547231,0.585683,461,270,NA,1618,2234,1618,"531001100301",122.076282,-8.711776,"FloresBara",4174,4.84598698481562,"531001100301"
"NUSA TENGGARA TIMUR","MEGO","BHERA",53,10,11,3,5310011003,0.547231,0.585683,461,270,NA,263,2234,263,"531001100302",122.066414,-8.718308,"FloresBara",4202,4.84598698481562,"531001100302"
"NUSA TENGGARA TIMUR","MEGO","BHERA",53,10,11,3,5310011003,0.547231,0.585683,461,270,NA,141,2234,141,"531001100303",122.052072,-8.695772,"FloresBara",4220,4.84598698481562,"531001100303"
"NUSA TENGGARA TIMUR","MEGO","BHERA",53,10,11,3,5310011003,0.547231,0.585683,461,270,NA,126,2234,126,"531001100304",122.041964,-8.697551,"FloresBara",4225,4.84598698481562,"531001100304"
"NUSA TENGGARA TIMUR","MEGO","BHERA",53,10,11,3,5310011003,0.547231,0.585683,461,270,NA,86,2234,86,"531001100305",122.057404,-8.698255,"FloresBara",4248,4.84598698481562,"531001100305"
"NUSA TENGGARA TIMUR","MEGO","WOLODHESA",53,10,11,4,5310011004,0,0,196,0,NA,651,1054,651,"531001100401",122.032684,-8.667623,"FloresBara",4176,5.37755102040816,"531001100401"
"NUSA TENGGARA TIMUR","MEGO","WOLODHESA",53,10,11,4,5310011004,0,0,196,0,NA,181,1054,181,"531001100402",122.025398,-8.66406,"FloresBara",4201,5.37755102040816,"531001100402"
"NUSA TENGGARA TIMUR","MEGO","WOLODHESA",53,10,11,4,5310011004,0,0,196,0,NA,86,1054,86,"531001100403",122.051038,-8.693384,"FloresBara",4258,5.37755102040816,"531001100403"
"NUSA TENGGARA TIMUR","MEGO","WOLODHESA",53,10,11,4,5310011004,0,0,196,0,NA,85,1054,85,"531001100404",122.038393,-8.679547,"FloresBara",4260,5.37755102040816,"531001100404"
"NUSA TENGGARA TIMUR","MEGO","WOLODHESA",53,10,11,4,5310011004,0,0,196,0,NA,51,1054,51,"531001100405",122.012487,-8.664298,"FloresBara",4290,5.37755102040816,"531001100405"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,392,1864,392,"531001100501",122.088423,-8.690228,"FloresBara",4206,4.77948717948718,"531001100501"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,268,1864,268,"531001100502",122.090907,-8.699204,"FloresBara",4186,4.77948717948718,"531001100502"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,209,1864,209,"531001100503",122.052241,-8.650075,"FloresBara",4198,4.77948717948718,"531001100503"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,182,1864,182,"531001100504",122.062528,-8.628912,"FloresBara",4245,4.77948717948718,"531001100504"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,152,1864,152,"531001100505",122.065502,-8.653692,"FloresBara",4229,4.77948717948718,"531001100505"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,148,1864,148,"531001100506",122.074986,-8.6884,"FloresBara",4216,4.77948717948718,"531001100506"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,138,1864,138,"531001100507",122.082778,-8.65166,"FloresBara",4233,4.77948717948718,"531001100507"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,99,1864,99,"531001100508",122.070151,-8.672283,"FloresBara",4234,4.77948717948718,"531001100508"
"NUSA TENGGARA TIMUR","MEGO","GERA",53,10,11,5,5310011005,0,0.005128,390,2,NA,80,1864,80,"531001100509",122.071637,-8.650722,"FloresBara",4253,4.77948717948718,"531001100509"
