FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,IDSP,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,NO_PLN,AREA_KM2,TOT_POP,TOT_HHOLD,POP_DEN,HHOLD_DEN,MID,PLN_GRID,X,Y,Longitude,Latitude
1799,MALUKU UTARA,TALIABU UTARA,TANJUNG UNA,82,03,061,005,8203061005,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061005,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,5,TANJUNG UNA,506,501,218,0,195,0,218,51.513533,1007,218,19.548261,4.231898,0.486108,0,13896166.5955,-194034.91621,124.831388,-1.742777
1800,MALUKU UTARA,TALIABU UTARA,DEGE,82,03,061,014,8203061014,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061014,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,14,DEGE,118,130,70,0,32,0,70,68.263081,248,70,3.633003,1.025444,0.987516,0,13884056.4174,-192240.571527,124.722601,-1.726665
1801,MALUKU UTARA,TALIABU UTARA,GELA,82,03,061,006,8203061006,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061006,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,6,GELA,644,580,356,0,270,0,356,29.182328,1224,356,41.943192,12.199164,0.286309,0,13881163.8461,-192011.715533,124.696616,-1.72461
1802,MALUKU UTARA,TALIABU UTARA,NUNCA,82,03,061,007,8203061007,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061007,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,7,NUNCA,345,286,154,0,43,0,154,102.91344,631,154,6.131366,1.496403,0.817477,0,13872921.0038,-189969.370663,124.62257,-1.706272
1803,MALUKU UTARA,TALIABU UTARA,TIKONG,82,03,061,008,8203061008,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061008,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,8,TIKONG,1249,1181,572,0,217,0,572,68.746706,2430,572,35.347148,8.320399,0.346679,0,13863767.4595,-192334.254829,124.540342,-1.727506
1804,MALUKU UTARA,TALIABU UTARA,AIR BULAN,82,03,061,009,8203061009,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061009,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,9,AIR BULAN,117,106,56,0,7,0,56,43.042331,223,56,5.180946,1.301045,0.876706,0,13869469.0835,-193590.260712,124.591561,-1.738784
1805,MALUKU UTARA,TALIABU UTARA,AIR KALIMAT,82,03,061,010,8203061010,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061010,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,10,AIR KALIMAT,149,142,83,0,11,0,83,59.003576,291,83,4.931904,1.406694,0.843141,0,13890533.2827,-193955.50805,124.780784,-1.742064
1806,MALUKU UTARA,TALIABU UTARA,HAI,82,03,061,013,8203061013,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061013,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,13,HAI,74,74,49,0,4,0,49,41.62828,148,49,3.555275,1.177084,0.921714,0,13886761.9475,-194918.11887,124.746905,-1.750707
1807,MALUKU UTARA,TALIABU UTARA,PADANG,82,03,061,015,8203061015,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061015,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,15,PADANG,178,174,78,0,11,0,78,27.988253,352,78,12.576705,2.786883,0.599019,0,13862020.3694,-195789.835711,124.524648,-1.758534
1808,MALUKU UTARA,TALIABU UTARA,UFUNG,82,03,061,016,8203061016,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203061,POLY,0,8203061016,82,MALUKU UTARA,3,KEPULAUAN SULA,61,TALIABU UTARA,16,UFUNG,118,94,80,0,5,0,80,26.625978,212,80,7.962149,3.004584,0.57691,0,13859951.3109,-194695.284705,124.506061,-1.748706
1809,MALUKU UTARA,SULABESI SELATAN,WAI GAI,82,03,011,001,8203011001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203011,POLY,0,8203011001,82,MALUKU UTARA,3,KEPULAUAN SULA,11,SULABESI SELATAN,1,WAI GAI,701,719,329,0,60,0,329,24.85364,1420,329,57.134489,13.237498,0.274851,0,14025744.436,-267229.25261,125.995406,-2.399859
1810,MALUKU UTARA,SULABESI SELATAN,FUATA,82,03,011,002,8203011002,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203011,POLY,0,8203011002,82,MALUKU UTARA,3,KEPULAUAN SULA,11,SULABESI SELATAN,2,FUATA,446,463,174,0,18,0,174,18.500217,909,174,49.13456,9.405295,0.326072,0,14024332.0067,-263522.256124,125.982718,-2.366587
1811,MALUKU UTARA,SULABESI SELATAN,SEKOM,82,03,011,003,8203011003,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203011,POLY,0,8203011003,82,MALUKU UTARA,3,KEPULAUAN SULA,11,SULABESI SELATAN,3,SEKOM,422,423,220,0,39,0,220,20.886072,845,220,40.457583,10.533335,0.308118,0,14021422.1776,-254357.951503,125.956578,-2.284331
1812,MALUKU UTARA,SULABESI SELATAN,WAINIB,82,03,011,004,8203011004,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203011,POLY,0,8203011004,82,MALUKU UTARA,3,KEPULAUAN SULA,11,SULABESI SELATAN,4,WAINIB,303,317,155,0,25,0,155,13.941955,620,155,44.470092,11.117523,0.299913,0,14023309.0507,-257620.778021,125.973529,-2.313618
1813,MALUKU UTARA,SULABESI SELATAN,WAI TAMUA,82,03,011,005,8203011005,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203011,POLY,0,8203011005,82,MALUKU UTARA,3,KEPULAUAN SULA,11,SULABESI SELATAN,5,WAI TAMUA,256,263,135,0,10,0,135,11.074155,519,135,46.865876,12.190546,0.28641,0,14023925.7967,-260487.075595,125.979069,-2.339345
1814,MALUKU UTARA,SULA BESI BARAT,WAI INA,82,03,010,004,8203010004,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203010,POLY,0,8203010004,82,MALUKU UTARA,3,KEPULAUAN SULA,10,SULA BESI BARAT,4,WAI INA,581,568,218,0,23,0,218,19.067869,1149,218,60.258438,11.432845,0.295749,0,14019206.7309,-250966.494946,125.936677,-2.253889
1815,MALUKU UTARA,SULA BESI BARAT,KABAU DARAT,82,03,010,005,8203010005,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203010,POLY,0,8203010005,82,MALUKU UTARA,3,KEPULAUAN SULA,10,SULA BESI BARAT,5,KABAU DARAT,204,195,84,0,12,0,84,13.947069,399,84,28.608161,6.022771,0.407476,0,14015986.0167,-243944.720866,125.907745,-2.190859
1816,MALUKU UTARA,SULA BESI BARAT,ONA,82,03,010,006,8203010006,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203010,POLY,0,8203010006,82,MALUKU UTARA,3,KEPULAUAN SULA,10,SULA BESI BARAT,6,ONA,559,527,216,0,63,0,216,26.891785,1086,216,40.384079,8.032193,0.352844,0,14015244.056,-238836.533747,125.901079,-2.145004
1817,MALUKU UTARA,SULA BESI BARAT,NAHI,82,03,010,009,8203010009,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203010,POLY,0,8203010009,82,MALUKU UTARA,3,KEPULAUAN SULA,10,SULA BESI BARAT,9,NAHI,379,365,217,0,47,0,217,15.616955,744,217,47.64053,13.895155,0.268268,0,14013682.7909,-234477.012296,125.887054,-2.105869
1818,MALUKU UTARA,TALIABU BARAT LAUT,NGGELE,82,03,062,001,8203062001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203062,POLY,0,8203062001,82,MALUKU UTARA,3,KEPULAUAN SULA,62,TALIABU BARAT LAUT,1,NGGELE,1391,1421,528,338,0,0.640152,190,39.541632,2812,528,71.11492,13.353015,0.273659,0,13847657.5977,-194895.591341,124.395625,-1.750504
1819,MALUKU UTARA,TALIABU BARAT LAUT,SALATI,82,03,062,002,8203062002,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203062,POLY,0,8203062002,82,MALUKU UTARA,3,KEPULAUAN SULA,62,TALIABU BARAT LAUT,2,SALATI,290,316,176,148,0,0.840909,28,18.143601,606,176,33.400206,9.70039,0.321074,0,13847698.6023,-198717.86426,124.395993,-1.784824
1820,MALUKU UTARA,TALIABU BARAT LAUT,BERINGIN JAYA,82,03,062,003,8203062003,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203062,POLY,0,8203062003,82,MALUKU UTARA,3,KEPULAUAN SULA,62,TALIABU BARAT LAUT,3,BERINGIN JAYA,180,166,67,35,0,0.522388,32,53.500101,346,67,6.467277,1.252334,0.893593,0,13846797.0643,-202327.542345,124.387894,-1.817234
1821,MALUKU UTARA,TALIABU BARAT,KARAMAT,82,03,060,021,8203060021,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203060,POLY,0,8203060021,82,MALUKU UTARA,3,KEPULAUAN SULA,60,TALIABU BARAT,21,KARAMAT,563,575,327,267,1,0.816514,60,31.341733,1138,327,36.309415,10.433373,0.309591,0,13847249.697,-210561.828392,124.39196,-1.891166
1822,MALUKU UTARA,LEDE,TODOLI,82,03,063,001,8203063001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203063,POLY,0,8203063001,82,MALUKU UTARA,3,KEPULAUAN SULA,63,LEDE,1,TODOLI,570,517,283,0,7,0,283,70.749513,1087,283,15.364063,4.000028,0.499998,0,13856593.4143,-194733.649648,124.475896,-1.74905
1823,MALUKU UTARA,LEDE,LEDE,82,03,063,003,8203063003,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203063,POLY,0,8203063003,82,MALUKU UTARA,3,KEPULAUAN SULA,63,LEDE,3,LEDE,819,866,440,430,0,0.977273,10,2.62604,1685,440,641.650442,167.552638,0.077255,0,13844600.2724,-189569.095079,124.36816,-1.702677
1824,MALUKU UTARA,LEDE,LANGGANU,82,03,063,006,8203063006,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203063,POLY,0,8203063006,82,MALUKU UTARA,3,KEPULAUAN SULA,63,LEDE,6,LANGGANU,1140,1181,675,578,20,0.856296,97,28.550428,2321,675,81.294754,23.642378,0.205662,0,13847797.964,-189348.76598,124.396886,-1.700699
1825,MALUKU UTARA,TALIABU SELATAN,BAPENU,82,03,064,001,8203064001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064001,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,1,BAPENU,893,868,405,0,65,0,405,33.393204,1761,405,52.73528,12.128216,0.287145,0,13877965.7926,-209584.114943,124.667888,-1.882387
1826,MALUKU UTARA,TALIABU SELATAN,TABONA,82,03,064,003,8203064003,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064003,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,3,TABONA,1102,1050,503,0,405,0,503,100.509894,2152,503,21.410827,5.004482,0.447013,0,13900081.1533,-205388.294076,124.866554,-1.844716
1827,MALUKU UTARA,TALIABU SELATAN,KILO,82,03,064,004,8203064004,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064004,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,4,KILO,452,401,361,0,20,0,361,58.013421,853,361,14.703494,6.222698,0.400877,0,13880722.3894,-209602.386141,124.692651,-1.882551
1828,MALUKU UTARA,TALIABU SELATAN,BAHU,82,03,064,005,8203064005,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064005,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,5,BAHU,460,461,231,0,43,0,231,110.425268,921,231,8.340482,2.091913,0.691398,0,13874295.5412,-210752.170316,124.634917,-1.892875
1829,MALUKU UTARA,TALIABU SELATAN,SUMBONG,82,03,064,007,8203064007,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064007,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,7,SUMBONG,358,366,95,0,10,0,95,25.405913,724,95,28.497302,3.739287,0.517137,0,13885179.4392,-212466.621431,124.732689,-1.908267
1830,MALUKU UTARA,TALIABU SELATAN,NGGAKI,82,03,064,006,8203064006,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203064,POLY,0,8203064006,82,MALUKU UTARA,3,KEPULAUAN SULA,64,TALIABU SELATAN,6,NGGAKI,203,190,90,0,20,0,90,27.212265,393,90,14.442017,3.307332,0.549871,0,13883295.9391,-205000.534538,124.715769,-1.841234
1831,MALUKU UTARA,TALIABU BARAT LAUT,NGGELE,82,03,062,001,8203062001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203062,POLY,0,8203062001,82,MALUKU UTARA,3,KEPULAUAN SULA,62,TALIABU BARAT LAUT,1,NGGELE,1391,1421,528,338,0,0.640152,190,0.026095,2812,528,107760.594301,20233.852699,0.00703,0,13844932.5846,-193614.464994,124.371145,-1.739001
1832,MALUKU UTARA,MANGOLI BARAT,LEKO KADAI,82,03,040,003,8203040003,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203040,POLY,0,8203040003,82,MALUKU UTARA,3,KEPULAUAN SULA,40,MANGOLI BARAT,3,LEKO KADAI,795,665,351,238,95,0.678063,113,22.180764,1460,351,65.822799,15.824522,0.251382,0,13960374.6649,-201735.741428,125.408179,-1.811921
1833,MALUKU UTARA,TALIABU BARAT LAUT,LIMBO,82,03,060,018,8203060018,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203060,POLY,0,8203060018,82,MALUKU UTARA,3,KEPULAUAN SULA,60,TALIABU BARAT,18,LIMBO,817,859,378,0,70,0,378,0.825365,1676,378,2030.616282,457.97909,0.046728,0,13838236.2292,-199677.470778,124.310991,-1.79344
1834,MALUKU UTARA,MANGOLI UTARA TIMUR,WAISUM,82,03,032,004,8203032004,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203032,POLY,0,8203032004,82,MALUKU UTARA,3,KEPULAUAN SULA,32,MANGOLI UTARA TIMUR,4,WAISUM,178,167,120,0,89,0,120,31.142527,345,120,11.078099,3.853252,0.509432,0,14074202.7022,-202846.767707,126.430714,-1.821896
1835,MALUKU UTARA,LEDE,TOLONG,82,03,063,002,8203063002,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203063,POLY,0,8203063002,82,MALUKU UTARA,3,KEPULAUAN SULA,63,LEDE,2,TOLONG,351,328,168,0,40,0,168,70.300611,679,168,9.658522,2.389737,0.646882,0,13852789.3731,-194852.700764,124.441724,-1.750119
1836,MALUKU UTARA,SANANA UTARA,FOKALIK,82,03,023,007,8203023007,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203023,POLY,0,8203023007,82,MALUKU UTARA,3,KEPULAUAN SULA,23,SANANA UTARA,7,FOKALIK,175,175,78,0,3,0,78,13.09613,350,78,26.725452,5.955958,0.409755,0,14014055.6,-227614.410967,125.890403,-2.044261
1837,MALUKU UTARA,LEDE,NATANG KUNING,82,03,063,007,8203063007,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203063,POLY,0,8203063007,82,MALUKU UTARA,3,KEPULAUAN SULA,63,LEDE,7,NATANG KUNING,103,91,52,0,10,0,52,21.875739,194,52,8.868272,2.377063,0.648604,0,13858154.1541,-186638.544571,124.489917,-1.676363
1838,MALUKU UTARA,TALIABU TIMUR,TUBANG,82,03,050,009,8203050009,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203050,POLY,0,8203050009,82,MALUKU UTARA,3,KEPULAUAN SULA,50,TALIABU TIMUR,9,TUBANG,356,314,64,0,5,0,64,135.762982,670,64,4.935071,0.47141,1.456467,0,13916832.3439,-197056.558217,125.017032,-1.769908
1839,MALUKU UTARA,MANGOLI BARAT,LELYABA,82,03,040,017,8203040017,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203040,POLY,0,8203040017,82,MALUKU UTARA,3,KEPULAUAN SULA,40,MANGOLI BARAT,17,LELYABA,83,63,43,0,38,0,43,56.803471,146,43,2.570265,0.756996,1.149352,0,13963559.1684,-209916.111222,125.436786,-1.885368
1840,MALUKU UTARA,MANGOLI UTARA,MODAPIA,82,03,041,004,8203041004,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203041,POLY,0,8203041004,82,MALUKU UTARA,3,KEPULAUAN SULA,41,MANGOLI UTARA,4,MODAPIA,260,237,134,0,120,0,134,122.576187,497,134,4.054621,1.093198,0.956424,0,13994124.1857,-205089.337184,125.711356,-1.842031
1841,MALUKU UTARA,MANGOLI TENGAH,PASLAL,82,03,031,008,8203031008,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203031,POLY,0,8203031008,82,MALUKU UTARA,3,KEPULAUAN SULA,31,MANGOLI TENGAH,8,PASLAL,142,140,86,0,36,0,86,42.194864,282,86,6.683278,2.038163,0.700456,0,14006243.6181,-208997.56182,125.820227,-1.877121
1842,MALUKU UTARA,MANGOLI TENGAH,BARU AKOL,82,03,031,001,8203031001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203031,POLY,0,8203031001,82,MALUKU UTARA,3,KEPULAUAN SULA,31,MANGOLI TENGAH,1,BARU AKOL,365,300,171,0,171,0,171,35.737125,665,171,18.6081,4.78494,0.457153,0,14001027.1747,-210485.230215,125.773367,-1.890478
1843,MALUKU UTARA,SANANA UTARA,FUKWEU,82,03,023,002,8203023002,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203023,POLY,0,8203023002,82,MALUKU UTARA,3,KEPULAUAN SULA,23,SANANA UTARA,2,FUKWEU,362,339,153,127,26,0.830065,26,14.348323,701,153,48.855884,10.663267,0.306235,0,14018709.8098,-223061.679041,125.932213,-2.003389
1849,MALUKU UTARA,WEDA SELATAN,SUMBER SARI,82,02,031,006,8202031006,HALMAHERA TENGAH,BADAN PUSAT STATISTIK,8202031,POLY,0,8202031006,82,MALUKU UTARA,2,HALMAHERA TENGAH,31,WEDA SELATAN,6,SUMBER SARI,265,235,130,94,21,0.723077,36,11.776341,500,130,42.458009,11.039082,0.300977,0,14231581.1674,15484.948853,127.844469,0.139104
1886,MALUKU UTARA,WEDA UTARA,UPT WALEH,82,02,032,008,8202032008,HALMAHERA TENGAH,BADAN PUSAT STATISTIK,8202032,POLY,0,8202032008,82,MALUKU UTARA,2,HALMAHERA TENGAH,32,WEDA UTARA,8,UPT. WALEH,326,300,180,0,5,0,180,0.469055,626,180,1334.597323,383.750029,0.051048,0,14272414.412,51792.858236,128.21128,0.465258
1892,MALUKU UTARA,WEDA,WEDANA,82,02,030,022,8202030022,HALMAHERA TENGAH,BADAN PUSAT STATISTIK,8202030,POLY,0,8202030022,82,MALUKU UTARA,2,HALMAHERA TENGAH,30,WEDA,22,WEDANA,391,309,333,214,0,0.642643,119,1.381172,700,333,506.81603,241.099626,0.064402,0,14233139.7985,36717.749446,127.85847,0.329839
1926,MALUKU UTARA,JAILOLO,BUKUMATITI,82,01,090,020,8201090020,HALMAHERA BARAT,BADAN PUSAT STATISTIK,8201090,POLY,0,8201090020,82,MALUKU UTARA,1,HALMAHERA BARAT,90,JAILOLO,20,BUKUMATITI,530,502,278,253,10,0.910072,25,34.823749,1032,278,29.634948,7.983058,0.353928,0,14200112.5163,121583.184258,127.561781,1.092134
2034,MALUKU UTARA,LOLODA,UPT. TRANS JANO,82,01,140,023,8201140023,HALMAHERA BARAT,BADAN PUSAT STATISTIK,8201140,POLY,0,8201140023,82,MALUKU UTARA,1,HALMAHERA BARAT,140,LOLODA,23,UPT. TRANS JANO,320,317,190,0,190,0,190,0.500806,637,190,1271.949915,379.388515,0.05134,0,14207314.5017,193406.025535,127.626478,1.73713
2035,MALUKU UTARA,LOLODA UTARA,APULEA,82,05,060,001,8205060001,HALMAHERA UTARA,BADAN PUSAT STATISTIK,8205060,POLY,0,8205060001,82,MALUKU UTARA,5,HALMAHERA UTARA,60,LOLODA UTARA,1,APULEA,212,188,98,0,98,0,98,0.050799,400,98,7874.117121,1929.158695,0.022768,0,14217760.4922,217844.142762,127.720316,1.956547
2092,NUSA TENGGARA TIMUR,SABU TENGAH,LOBOAJU,53,20,050,005,5320050005,SABU RAIJUA,BADAN PUSAT STATISTIK,5320050,POLY,0,5320050005,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,50,SABU TENGAH,5,LOBOAJU,328,285,158,0,16,0,158,6.657326,613,158,92.079012,23.733253,0.205268,0,13575413.8305,-1174059.04202,121.950017,-10.487691
2093,NUSA TENGGARA TIMUR,SABU TENGAH,EILODE,53,20,050,007,5320050007,SABU RAIJUA,BADAN PUSAT STATISTIK,5320050,POLY,0,5320050007,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,50,SABU TENGAH,7,EILODE,576,534,256,0,30,0,256,12.013843,1110,256,92.393416,21.308752,0.216631,0,13574532.2613,-1169775.7908,121.942098,-10.449854
2094,NUSA TENGGARA TIMUR,SABU TENGAH,EIMMADAKE,53,20,050,004,5320050004,SABU RAIJUA,BADAN PUSAT STATISTIK,5320050,POLY,0,5320050004,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,50,SABU TENGAH,4,EIMMADAKE,580,538,245,0,31,0,245,10.265428,1118,245,108.909243,23.866516,0.204694,0,13572933.4599,-1174122.90731,121.927736,-10.488255
2095,NUSA TENGGARA TIMUR,SABU TENGAH,JIWUWU,53,20,050,006,5320050006,SABU RAIJUA,BADAN PUSAT STATISTIK,5320050,POLY,0,5320050006,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,50,SABU TENGAH,6,JIWUWU,433,431,196,0,29,0,196,7.81545,864,196,110.55026,25.078531,0.199687,0,13576492.576,-1170928.73928,121.959708,-10.460039
2096,NUSA TENGGARA TIMUR,SABU LIAE,RAEROBO,53,20,030,003,5320030003,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030003,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,3,RAEROBO,511,483,211,0,44,0,211,5.115801,994,211,194.299974,41.244763,0.15571,0,13560770.0457,-1187483.9281,121.81847,-10.606251
2097,NUSA TENGGARA TIMUR,SABU LIAE,LEDEKE,53,20,030,006,5320030006,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030006,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,6,LEDEKE,400,397,235,0,25,0,235,8.958771,797,235,88.963097,26.231277,0.19525,0,13565268.8899,-1185848.54688,121.858884,-10.591811
2098,NUSA TENGGARA TIMUR,SABU LIAE,DEME,53,20,030,012,5320030012,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030012,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,12,DEME,338,341,178,0,32,0,178,5.946011,679,178,114.194206,29.936036,0.182769,0,13572445.4418,-1182164.67823,121.923352,-10.55928
2099,NUSA TENGGARA TIMUR,SABU LIAE,LEDETALO,53,20,030,011,5320030011,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030011,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,11,LEDETALO,387,364,203,0,21,0,203,2.910638,751,203,258.01902,69.744156,0.119742,0,13570948.6811,-1183824.99825,121.909906,-10.573942
2100,NUSA TENGGARA TIMUR,SABU LIAE,DAINAO,53,20,030,001,5320030001,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030001,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,1,DAINAO,392,389,206,0,15,0,206,2.072773,781,206,376.790014,99.383794,0.10031,0,13562154.3389,-1188835.5772,121.830905,-10.618185
2101,NUSA TENGGARA TIMUR,SABU LIAE,WADUWALA,53,20,030,002,5320030002,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030002,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,2,WADUWALA,428,418,220,0,29,0,220,8.822277,846,220,95.893612,24.936873,0.200253,0,13565031.2787,-1188130.13075,121.856749,-10.611957
2102,NUSA TENGGARA TIMUR,SABU LIAE,EILOGO,53,20,030,008,5320030008,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030008,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,8,EILOGO,429,443,267,0,12,0,267,9.378545,872,267,92.97817,28.469233,0.187418,0,13567994.0318,-1185386.60728,121.883364,-10.587732
2103,NUSA TENGGARA TIMUR,SABU LIAE,MEHONA,53,20,030,004,5320030004,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030004,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,4,MEHONA,374,367,178,0,31,0,178,2.33648,741,178,317.143805,76.182992,0.11457,0,13561909.297,-1186008.49747,121.828704,-10.593223
2104,NUSA TENGGARA TIMUR,SABU LIAE,EIKARE,53,20,030,005,5320030005,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030005,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,5,EIKARE,232,235,100,0,12,0,100,1.963595,467,100,237.829054,50.926992,0.140128,0,13561599.0668,-1186684.48919,121.825917,-10.599192
2105,NUSA TENGGARA TIMUR,SABU LIAE,LOBORUI,53,20,030,007,5320030007,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030007,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,7,LOBORUI,346,328,196,0,11,0,196,4.522989,674,196,149.016503,43.334176,0.151909,0,13563364.8209,-1184913.92278,121.841779,-10.583558
2106,NUSA TENGGARA TIMUR,SABU LIAE,HALAPAJI,53,20,030,009,5320030009,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030009,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,9,HALAPAJI,354,359,186,0,10,0,186,3.863811,713,186,184.532845,48.139003,0.144129,0,13570276.2077,-1185062.91946,121.903865,-10.584874
2107,NUSA TENGGARA TIMUR,SABU LIAE,KOTAHAWU,53,20,030,010,5320030010,SABU RAIJUA,BADAN PUSAT STATISTIK,5320030,POLY,0,5320030010,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,30,SABU LIAE,10,KOTAHAWU,476,447,268,0,9,0,268,4.406685,923,268,209.454517,60.816696,0.12823,0,13569861.9786,-1182783.70766,121.900144,-10.564747
2108,NUSA TENGGARA TIMUR,SABU TIMUR,KELIHA,53,20,060,010,5320060010,SABU RAIJUA,BADAN PUSAT STATISTIK,5320060,POLY,0,5320060010,53,NUSA TENGGARA TIMUR,20,SABU RAIJUA,60,SABU TIMUR,10,KELIHA,382,348,186,0,69,0,186,8.179394,730,186,89.248662,22.74007,0.209703,0,13578596.2927,-1170599.25906,121.978606,-10.457129
